municipio,uf,codigo_ibge,latitude,longitude,aeroporto_mais_proximo,codigo_iata,codigo_icao,codigo_principal,distancia_km
Mãe Do Rio,PA,1504059.0,-2.0477074407907545,-47.55229017947734,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,123.11
Magalhães Barata,PA,1504109.0,-0.7958501560211606,-47.59918189649119,Soure Airport,SFK,SNSW,SFK,103.05
Marabá,PA,1504208.0,-5.352605763130249,-49.14202533340668,João Correa da Rocha Airport,MAB,SBMA,MAB,1.83
Maracanã,PA,1504307.0,-0.7624194599812311,-47.45526795940759,Soure Airport,SFK,SNSW,SFK,118.7
Marapanim,PA,1504406.0,-0.712150996347819,-47.70254875376773,Soure Airport,SFK,SNSW,SFK,91.01
Marituba,PA,1504422.0,-1.3464172655757949,-48.340535877783026,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,15.34
Medicilândia,PA,1504455.0,-3.4454174121868797,-52.888345350724265,Altamira Airport,ATM,SBHT,ATM,73.56
Melgaço,PA,1504505.0,-1.803446698640995,-50.7174646976964,Breves Airport,BVS,SNVS,BVS,35.65
Mocajuba,PA,1504604.0,-2.58287297327153,-49.50902346127285,Tucuruí Airport,TUR,SBTU,TUR,135.82
Moju,PA,1504703.0,-1.8858889999999997,-48.76719912737186,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,62.55
Monte Alegre,PA,1504802.0,-2.0033279999999998,-54.073374725635986,Maestro Wilson Fonseca Airport,STM,SBSN,STM,91.99
Muaná,PA,1504901.0,-1.5300262083549045,-49.21683244247369,Val de Cans/Júlio Cezar Ribeiro International Airport,BEL,SBBE,BEL,84.01
Nova Esperança Do Piriá,PA,1504950.0,-2.2676259890312944,-46.96209288367358,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,191.69
Nova Ipixuna,PA,1504976.0,-4.923086307026486,-49.0798869380164,João Correa da Rocha Airport,MAB,SBMA,MAB,49.95
Nova Timboteua,PA,1505007.0,-1.2041436474668648,-47.393202276459874,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,120.95
Novo Progresso,PA,1505031.0,-7.034835913288115,-55.41987011797838,Novo Progresso Airport,NPR,SJNP,NPR,10.33
Novo Repartimento,PA,1505064.0,-4.2481485,-49.94863824434261,Tucuruí Airport,TUR,SBTU,TUR,57.29
Óbidos,PA,1505106.0,-1.9092354958812046,-55.516323509712585,Oriximiná Airport,ORX,SNOX,ORX,41.65
Oeiras Do Pará,PA,1505205.0,-2.004734,-49.85510610877349,Breves Airport,BVS,SNVS,BVS,77.16
Oriximiná,PA,1505304.0,-1.7637535,-55.86279951523592,Oriximiná Airport,ORX,SNOX,ORX,6.26
Ourém,PA,1505403.0,-1.54894714230244,-47.11761936285014,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,150.04
Ourilândia Do Norte,PA,1505437.0,-6.740617086377355,-51.090832774681566,Ourilândia do Norte Airport,OIA,SDOW,OIA,5.17
Pacajá,PA,1505486.0,-3.8303057037572996,-50.63484083042975,Tucuruí Airport,TUR,SBTU,TUR,101.59
Palestina Do Pará,PA,1505494.0,-5.74993410622605,-48.321793726163676,Prefeito Renato Moreira Airport,IMP,SBIZ,IMP,98.41
Paragominas,PA,1505502.0,-2.9941904999999993,-47.35696156105185,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,214.26
Parauapebas,PA,1505536.0,-6.0727298876318345,-49.900780634296936,Carajás Airport,CKS,SBCJ,CKS,12.09
Pau D'arco,PA,1505551.0,-7.836794403973565,-50.04827553189979,Redenção Airport,RDC,SNDC,RDC,23.11
Peixe-Boi,PA,1505601.0,-1.18956924075654,-47.317927021559136,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,129.47
Piçarra,PA,1505635.0,-6.4536762345579195,-48.86840066721865,Araguaína Airport,AUX,SWGN,AUX,110.53
Placas,PA,1505650.0,-3.8673155621353543,-54.216968131265375,Maestro Wilson Fonseca Airport,STM,SBSN,STM,172.39
Ponta De Pedras,PA,1505700.0,-1.3965999975235,-48.87178556004332,Val de Cans/Júlio Cezar Ribeiro International Airport,BEL,SBBE,BEL,44.01
Portel,PA,1505809.0,-1.936451,-50.82249044221099,Breves Airport,BVS,SNVS,BVS,53.72
Porto De Moz,PA,1505908.0,-1.7460900888088449,-52.24247691902006,Monte Dourado Airport,MEU,SBMD,MEU,103.27
Prainha,PA,1506005.0,-1.8056944999999998,-53.481813940789465,Monte Dourado Airport,MEU,SBMD,MEU,141.18
Primavera,PA,1506104.0,-0.940111515930574,-47.117251258912546,Soure Airport,SFK,SNSW,SFK,158.35
Quatipuru,PA,1506112.0,-0.900115853739325,-47.006786993576014,Soure Airport,SFK,SNSW,SFK,169.83
Redenção,PA,1506138.0,-8.027604499999999,-50.02964182550924,Redenção Airport,RDC,SNDC,RDC,5.51
Rio Maria,PA,1506161.0,-7.311115244688144,-50.04641087752236,Redenção Airport,RDC,SNDC,RDC,80.64
Rondon Do Pará,PA,1506187.0,-4.777821727035544,-48.069973749398216,Prefeito Renato Moreira Airport,IMP,SBIZ,IMP,107.62
Rurópolis,PA,1506195.0,-4.09906539,-54.90586225986904,Itaituba Airport,ITB,SBIH,ITB,122.46
Salinópolis,PA,1506203.0,-0.6236379999999998,-47.35312026315363,Soure Airport,SFK,SNSW,SFK,130.13
Salvaterra,PA,1506302.0,-0.7545259743530466,-48.51318659944691,Soure Airport,SFK,SNSW,SFK,6.19
Santa Bárbara Do Pará,PA,1506351.0,-1.22943946699244,-48.297740649788686,Val de Cans/Júlio Cezar Ribeiro International Airport,BEL,SBBE,BEL,25.91
Santa Cruz Do Arari,PA,1506401.0,-0.6599741255992535,-49.17161556612521,Soure Airport,SFK,SNSW,SFK,72.47
Santa Isabel Do Pará,PA,1506500.0,-1.2973959012914247,-48.163059940953055,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,35.54
Santa Luzia Do Pará,PA,1506559.0,-1.5188278913875148,-46.90616920269834,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,173.19
Santa Maria Das Barreiras,PA,1506583.0,-8.870550539692939,-49.71935185722567,Conceição do Araguaia Airport,CDJ,SBAA,CDJ,74.04
Santa Maria Do Pará,PA,1506609.0,-1.3478664592967,-47.57469541380905,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,98.77
Santana Do Araguaia,PA,1506708.0,-9.329424525,-50.34480432112897,Santana do Araguaia Airport,CMP,SNKE,CMP,2.08
Santarém,PA,1506807.0,-2.4362133299999598,-54.718570167271054,Maestro Wilson Fonseca Airport,STM,SBSN,STM,7.58
Santarém Novo,PA,1506906.0,-0.9287195357832077,-47.400924744867964,Soure Airport,SFK,SNSW,SFK,127.12
Santo Antônio Do Tauá,PA,1507003.0,-1.1516924999999998,-48.13243307484572,Val de Cans/Júlio Cezar Ribeiro International Airport,BEL,SBBE,BEL,45.84
São Caetano De Odivelas,PA,1507102.0,-0.7466177599948606,-48.02580549808308,Soure Airport,SFK,SNSW,SFK,55.31
São Domingos Do Araguaia,PA,1507151.0,-5.549841,-48.72037341078434,João Correa da Rocha Airport,MAB,SBMA,MAB,50.43
São Domingos Do Capim,PA,1507201.0,-1.6758145,-47.774784569225645,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,81.61
São Félix Do Xingu,PA,1507300.0,-6.64248327834078,-51.99378252396434,São Félix do Xingu Airport,SXX,SNFX,SXX,4.58
São Francisco Do Pará,PA,1507409.0,-1.170188784676975,-47.79051461070509,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,79.29
São Geraldo Do Araguaia,PA,1507458.0,-6.39895797,-48.55571248619256,Araguaína Airport,AUX,SWGN,AUX,98.52
São João Da Ponta,PA,1507466.0,-0.851002145269607,-47.92072416564616,Soure Airport,SFK,SNSW,SFK,68.84
São João De Pirabas,PA,1507474.0,-0.7664425315153709,-47.17267429792051,Soure Airport,SFK,SNSW,SFK,150.1
São João Do Araguaia,PA,1507508.0,-5.3590027244164045,-48.788633402046116,João Correa da Rocha Airport,MAB,SBMA,MAB,38.69
São Miguel Do Guamá,PA,1507607.0,-1.61713591449048,-47.48240894448922,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,111.06
São Sebastião Da Boa Vista,PA,1507706.0,-1.7188504999999998,-49.53231217461613,Breves Airport,BVS,SNVS,BVS,101.7
Sapucaia,PA,1507755.0,-6.94285711257384,-49.70358071188434,Carajás Airport,CKS,SBCJ,CKS,97.73
Senador José Porfírio,PA,1507805.0,-2.594850418323515,-51.95305641801713,Altamira Airport,ATM,SBHT,ATM,80.54
Soure,PA,1507904.0,-0.7259255,-48.51601266227732,Soure Airport,SFK,SNSW,SFK,3.0
Tailândia,PA,1507953.0,-2.9370795,-48.951281629575774,Tucuruí Airport,TUR,SBTU,TUR,127.27
Terra Alta,PA,1507961.0,-1.03482666361629,-47.90780834837434,Val de Cans/Júlio Cezar Ribeiro International Airport,BEL,SBBE,BEL,73.9
Terra Santa,PA,1507979.0,-2.10811447373903,-56.49090477224319,Trombetas Airport,TMT,SBTB,TMT,69.57
Tomé-Açu,PA,1508001.0,-2.4193668552673246,-48.146896586571984,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,117.09
Tracuateua,PA,1508035.0,-1.0687840585683501,-46.899478337117046,Belém/Brigadeiro Protásio de Oliveira Airport,\N,SBJC,\N,177.76
Trairão,PA,1508050.0,-4.699819149697269,-55.996170034927296,Itaituba Airport,ITB,SBIH,ITB,50.87
Tucumã,PA,1508084.0,-6.749972007382284,-51.139539246635785,Ourilândia do Norte Airport,OIA,SDOW,OIA,10.01
Tucuruí,PA,1508100.0,-3.766889084311635,-49.66718436722478,Tucuruí Airport,TUR,SBTU,TUR,6.27
Ulianópolis,PA,1508126.0,-3.7571930099999995,-47.50314475499915,Prefeito Renato Moreira Airport,IMP,SBIZ,IMP,197.33
Uruará,PA,1508159.0,-3.7065284999999997,-53.73703105045938,Altamira Airport,ATM,SBHT,ATM,172.12
Vigia,PA,1508209.0,-0.855532573667763,-48.14149858520692,Soure Airport,SFK,SNSW,SFK,45.63
Viseu,PA,1508308.0,-1.2032785266772699,-46.13876521614956,Centro de Lançamento de Alcântara Airport,\N,SNCW,\N,233.27
Vitória Do Xingu,PA,1508357.0,-2.8837657102287952,-52.011260353815395,Altamira Airport,ATM,SBHT,ATM,49.2
Xinguara,PA,1508407.0,-7.101512827146035,-49.94270058437523,Redenção Airport,RDC,SNDC,RDC,103.69
Serra Do Navio,AP,1600055.0,0.8978410409719234,-52.003538435291745,Alberto Alcolumbre Airport,MCP,SBMQ,MCP,139.99
Amapá,AP,1600105.0,2.0539212446820496,-50.79321447026986,Amapá Airport,\N,SBAM,\N,7.68
Pedra Branca Do Amapari,AP,1600154.0,0.776882860563944,-51.94659427327433,Alberto Alcolumbre Airport,MCP,SBMQ,MCP,126.39
Calçoene,AP,1600204.0,2.496559044566975,-50.94477273426646,Amapá Airport,\N,SBAM,\N,47.58
Cutias,AP,1600212.0,0.97107805541715,-50.801626029877625,Alberto Alcolumbre Airport,MCP,SBMQ,MCP,106.68
Ferreira Gomes,AP,1600238.0,0.853977393142956,-51.187429046004596,Alberto Alcolumbre Airport,MCP,SBMQ,MCP,90.24
Itaubal,AP,1600253.0,0.6006532883046085,-50.700179437418264,Alberto Alcolumbre Airport,MCP,SBMQ,MCP,73.83
Laranjal Do Jari,AP,1600279.0,-0.8556644999999999,-52.53902073693924,Monte Dourado Airport,MEU,SBMD,MEU,7.99
Macapá,AP,1600303.0,0.03895101,-51.05740545703594,Alberto Alcolumbre Airport,MCP,SBMQ,MCP,2.1
Mazagão,AP,1600402.0,-0.12439632882110101,-51.28607685610124,Alberto Alcolumbre Airport,MCP,SBMQ,MCP,30.73
Oiapoque,AP,1600501.0,3.8511307325592896,-51.83055255527307,Oiapoque Airport,OYK,SBOI,OYK,3.76
Porto Grande,AP,1600535.0,0.7125547018243229,-51.41444882299152,Alberto Alcolumbre Airport,MCP,SBMQ,MCP,82.86
Pracuúba,AP,1600550.0,1.742508487078335,-50.78425372128826,Amapá Airport,\N,SBAM,\N,38.15
Santana,AP,1600600.0,-0.038373479095660246,-51.1728464650687,Alberto Alcolumbre Airport,MCP,SBMQ,MCP,14.94
Tartarugalzinho,AP,1600709.0,1.50984824031107,-50.912786152314226,Amapá Airport,\N,SBAM,\N,63.41
Vitória Do Jari,AP,1600808.0,-0.9189770885427984,-52.41961477957183,Monte Dourado Airport,MEU,SBMD,MEU,20.56
Abreulândia,TO,1700251.0,-9.621790711998354,-49.162437555479706,Brigadeiro Lysias Rodrigues Airport,PMW,SBPJ,PMW,115.44
Aguiarnópolis,TO,1700301.0,-6.547170820618099,-47.47045658794498,Brig. Lysias Augusto Rodrigues Airport,CLN,SBCI,CLN,85.99
Aliança Do Tocantins,TO,1700350.0,-11.303743046508849,-48.941240022140875,Gurupi Airport,GRP,SWGI,GRP,52.74
Almas,TO,1700400.0,-11.5745234694478,-47.1741716842358,Porto Nacional Airport,PNB,SBPN,PNB,164.06
Alvorada,TO,1700707.0,-12.47881532082265,-49.126811406729985,Gurupi Airport,GRP,SWGI,GRP,82.2
Ananás,TO,1701002.0,-6.362818154100079,-48.079764606194814,Araguaína Airport,AUX,SWGN,AUX,97.81
Angico,TO,1701051.0,-6.387752749724795,-47.862077839173516,Araguaína Airport,AUX,SWGN,AUX,102.33
Aparecida Do Rio Negro,TO,1701101.0,-9.955877714560495,-47.9766700113511,Brigadeiro Lysias Rodrigues Airport,PMW,SBPJ,PMW,55.91
Aragominas,TO,1701309.0,-7.164349271443695,-48.5234301922917,Araguaína Airport,AUX,SWGN,AUX,32.0
Araguacema,TO,1701903.0,-8.801802544111144,-49.56181263960734,Conceição do Araguaia Airport,CDJ,SBAA,CDJ,57.98
Araguaçu,TO,1702000.0,-12.925583711861599,-49.828612443278196,Gurupi Airport,GRP,SWGI,GRP,152.03
Araguaína,TO,1702109.0,-7.191328939654954,-48.20870525185581,Araguaína Airport,AUX,SWGN,AUX,5.37
Araguanã,TO,1702158.0,-6.582249420029189,-48.64374954694305,Araguaína Airport,AUX,SWGN,AUX,84.47
Araguatins,TO,1702208.0,-5.65058647299995,-48.123507343029374,Prefeito Renato Moreira Airport,IMP,SBIZ,IMP,74.62
Arapoema,TO,1702307.0,-7.65256973541903,-49.0756373852721,Conceição do Araguaia Airport,CDJ,SBAA,CDJ,81.27
Arraias,TO,1702406.0,-12.93441985925925,-46.946107058553345,Minaçu Airport,MQH,SBMC,MQH,151.5
Augustinópolis,TO,1702554.0,-5.46541429589652,-47.880956791004664,Prefeito Renato Moreira Airport,IMP,SBIZ,IMP,47.17
Aurora Do Tocantins,TO,1702703.0,-12.708489861061448,-46.40708298086068,Barreiras Airport,BRA,SNBR,BRA,167.2
Axixá Do Tocantins,TO,1702901.0,-5.624309065927445,-47.77415603252213,Prefeito Renato Moreira Airport,IMP,SBIZ,IMP,36.27
Babaçulândia,TO,1703008.0,-7.201864532061475,-47.75881612703234,Brig. Lysias Augusto Rodrigues Airport,CLN,SBCI,CLN,35.63
Bandeirantes Do Tocantins,TO,1703057.0,-7.764859141253324,-48.57838060486438,Araguaína Airport,AUX,SWGN,AUX,70.38
Barra Do Ouro,TO,1703073.0,-7.69176659865687,-47.68713496922443,Brig. Lysias Augusto Rodrigues Airport,CLN,SBCI,CLN,48.36
Barrolândia,TO,1703107.0,-9.831653364533423,-48.731460590721774,Brigadeiro Lysias Rodrigues Airport,PMW,SBPJ,PMW,65.54
Bernardo Sayão,TO,1703206.0,-7.868512483312808,-48.89905434672761,Conceição do Araguaia Airport,CDJ,SBAA,CDJ,69.35
Bom Jesus Do Tocantins,TO,1703305.0,-8.963348012855207,-48.16638049354051,Conceição do Araguaia Airport,CDJ,SBAA,CDJ,142.29
Brasilândia Do Tocantins,TO,1703602.0,-8.38488935107799,-48.48537441912396,Conceição do Araguaia Airport,CDJ,SBAA,CDJ,89.87
Brejinho De Nazaré,TO,1703701.0,-11.010805056186499,-48.5586602281507,Porto Nacional Airport,PNB,SBPN,PNB,36.76
Buriti Do Tocantins,TO,1703800.0,-5.3135388563891635,-48.22325012807498,Prefeito Renato Moreira Airport,IMP,SBIZ,IMP,87.89
Cachoeirinha,TO,1703826.0,-6.11324164650466,-47.91419777855894,Prefeito Renato Moreira Airport,IMP,SBIZ,IMP,81.93
Campos Lindos,TO,1703842.0,-7.97168139413731,-46.80197434670673,Brig. Lysias Augusto Rodrigues Airport,CLN,SBCI,CLN,102.38
Cariri Do Tocantins,TO,1703867.0,-11.8889974638744,-49.17104072898887,Gurupi Airport,GRP,SWGI,GRP,17.14
Carmolândia,TO,1703883.0,-7.031478777861055,-48.39595993062743,Araguaína Airport,AUX,SWGN,AUX,27.77
Carrasco Bonito,TO,1703891.0,-5.322661354858044,-48.03063342656921,Prefeito Renato Moreira Airport,IMP,SBIZ,IMP,67.29
Caseara,TO,1703909.0,-9.267406218903478,-49.94869226777871,Santana do Araguaia Airport,CMP,SNKE,CMP,42.09
Centenário,TO,1704105.0,-8.9584636390938,-47.33839851458729,Brig. Lysias Augusto Rodrigues Airport,CLN,SBCI,CLN,182.62
Chapada De Areia,TO,1704600.0,-10.14198858333335,-49.18310785803144,Brigadeiro Lysias Rodrigues Airport,PMW,SBPJ,PMW,91.92
Chapada Da Natividade,TO,1705102.0,-11.6242678313621,-47.753904891856465,Porto Nacional Airport,PNB,SBPN,PNB,122.83
Colinas Do Tocantins,TO,1705508.0,-8.05462467549995,-48.48159454374891,Araguaína Airport,AUX,SWGN,AUX,95.69
Combinado,TO,1705557.0,-12.8186076720311,-46.55207234026604,Barreiras Airport,BRA,SNBR,BRA,186.65
Conceição Do Tocantins,TO,1705607.0,-12.217277766965399,-47.29286881080698,Minaçu Airport,MQH,SBMC,MQH,177.48
Couto Magalhães,TO,1706001.0,-8.355118369635235,-49.17657157085298,Conceição do Araguaia Airport,CDJ,SBAA,CDJ,13.76
Cristalândia,TO,1706100.0,-10.590724637117649,-49.186300291261155,Porto Nacional Airport,PNB,SBPN,PNB,87.14
Crixás Do Tocantins,TO,1706258.0,-11.104274293604247,-48.9155138256477,Porto Nacional Airport,PNB,SBPN,PNB,70.73
Darcinópolis,TO,1706506.0,-6.712351001481759,-47.75216111027992,Brig. Lysias Augusto Rodrigues Airport,CLN,SBCI,CLN,74.97
Dianópolis,TO,1707009.0,-11.625231878064998,-46.82040906694347,Porto Nacional Airport,PNB,SBPN,PNB,199.56
Divinópolis Do Tocantins,TO,1707108.0,-9.795301140229459,-49.205413187350274,Brigadeiro Lysias Rodrigues Airport,PMW,SBPJ,PMW,108.04
Dois Irmãos Do Tocantins,TO,1707207.0,-9.26129670979711,-49.06733864427232,Conceição do Araguaia Airport,CDJ,SBAA,CDJ,104.73
Dueré,TO,1707306.0,-11.341285416779812,-49.26587591616282,Gurupi Airport,GRP,SWGI,GRP,46.62
Esperantina,TO,1707405.0,-5.366608059404509,-48.544147600412366,João Correa da Rocha Airport,MAB,SBMA,MAB,65.74
Fátima,TO,1707553.0,-10.752508728084749,-48.898982658680836,Porto Nacional Airport,PNB,SBPN,PNB,54.67
Figueirópolis,TO,1707652.0,-12.1367799832225,-49.17384673074335,Gurupi Airport,GRP,SWGI,GRP,44.4
Filadélfia,TO,1707702.0,-7.337611905930796,-47.48496414153195,Brig. Lysias Augusto Rodrigues Airport,CLN,SBCI,CLN,3.47
Formoso Do Araguaia,TO,1708205.0,-11.80514196864945,-49.526860362912466,Gurupi Airport,GRP,SWGI,GRP,43.58
Fortaleza Do Tabocão,TO,1708254.0,-9.058965301149819,-48.51742642104877,Conceição do Araguaia Airport,CDJ,SBAA,CDJ,116.92
Goianorte,TO,1708304.0,-8.770520804829385,-48.93689019236112,Conceição do Araguaia Airport,CDJ,SBAA,CDJ,61.73
Goiatins,TO,1709005.0,-7.7091723901956986,-47.315435489158254,Brig. Lysias Augusto Rodrigues Airport,CLN,SBCI,CLN,46.02
Guaraí,TO,1709302.0,-8.836165657504424,-48.508640606470166,Conceição do Araguaia Airport,CDJ,SBAA,CDJ,102.67
Gurupi,TO,1709500.0,-11.729772322859958,-49.07147746893029,Gurupi Airport,GRP,SWGI,GRP,6.7
Ipueiras,TO,1709807.0,-11.246288621591699,-48.45192622889467,Porto Nacional Airport,PNB,SBPN,PNB,58.86
Itacajá,TO,1710508.0,-8.390980552318558,-47.76811240267795,Brig. Lysias Augusto Rodrigues Airport,CLN,SBCI,CLN,123.82
Itaguatins,TO,1710706.0,-5.77538508840222,-47.479935948983325,Prefeito Renato Moreira Airport,IMP,SBIZ,IMP,27.23
Itapiratins,TO,1710904.0,-8.384329593442963,-48.111199609469104,Araguaína Airport,AUX,SWGN,AUX,129.38
Itaporã Do Tocantins,TO,1711100.0,-8.568828611560534,-48.69326370322482,Conceição do Araguaia Airport,CDJ,SBAA,CDJ,71.25
Jaú Do Tocantins,TO,1711506.0,-12.65292636927055,-48.59460829272483,Minaçu Airport,MQH,SBMC,MQH,108.63
Juarina,TO,1711803.0,-8.117423967606772,-49.09864318542719,Conceição do Araguaia Airport,CDJ,SBAA,CDJ,34.03
Lagoa Da Confusão,TO,1711902.0,-10.788695557589747,-49.62008533914597,Santa Terezinha Airport,STZ,SWST,STZ,104.6
Lagoa Do Tocantins,TO,1711951.0,-10.29688669699975,-47.56144663027379,Brigadeiro Lysias Rodrigues Airport,PMW,SBPJ,PMW,87.04
Lajeado,TO,1712009.0,-9.74468243573559,-48.35850395069011,Brigadeiro Lysias Rodrigues Airport,PMW,SBPJ,PMW,60.8
Lavandeira,TO,1712157.0,-12.791658787651748,-46.50667571574354,Barreiras Airport,BRA,SNBR,BRA,180.91
Lizarda,TO,1712405.0,-9.59457028780967,-46.67516545584613,Brigadeiro Lysias Rodrigues Airport,PMW,SBPJ,PMW,199.84
Luzinópolis,TO,1712454.0,-6.193989660235765,-47.856828041414026,Prefeito Renato Moreira Airport,IMP,SBIZ,IMP,85.77
Marianópolis Do Tocantins,TO,1712504.0,-9.798880359350578,-49.65103399443777,Santana do Araguaia Airport,CMP,SNKE,CMP,91.4
Mateiros,TO,1712702.0,-10.54442884607775,-46.41246574309197,Brigadeiro Lysias Rodrigues Airport,PMW,SBPJ,PMW,214.51
Maurilândia Do Tocantins,TO,1712801.0,-5.952566421210445,-47.50487996017505,Prefeito Renato Moreira Airport,IMP,SBIZ,IMP,47.11
Miracema Do Tocantins,TO,1713205.0,-9.568346077646513,-48.387991311519286,Brigadeiro Lysias Rodrigues Airport,PMW,SBPJ,PMW,80.48
Miranorte,TO,1713304.0,-9.51740473109312,-48.59263193691391,Brigadeiro Lysias Rodrigues Airport,PMW,SBPJ,PMW,89.86
Monte Do Carmo,TO,1713601.0,-10.76354219462375,-48.110420029911225,Porto Nacional Airport,PNB,SBPN,PNB,31.98
Monte Santo Do Tocantins,TO,1713700.0,-10.00559143179402,-48.99089060339352,Brigadeiro Lysias Rodrigues Airport,PMW,SBPJ,PMW,76.32
Palmeiras Do Tocantins,TO,1713809.0,-6.611862334561705,-47.55868352628252,Brig. Lysias Augusto Rodrigues Airport,CLN,SBCI,CLN,79.56
Muricilândia,TO,1713957.0,-7.13851928516033,-48.606745277006716,Araguaína Airport,AUX,SWGN,AUX,41.61
Natividade,TO,1714203.0,-11.705357382504198,-47.727257533823156,Porto Nacional Airport,PNB,SBPN,PNB,131.9
Nazaré,TO,1714302.0,-6.37255796928561,-47.66697718252627,Prefeito Renato Moreira Airport,IMP,SBIZ,IMP,96.3
Nova Olinda,TO,1714880.0,-7.633314910692495,-48.42480679001639,Araguaína Airport,AUX,SWGN,AUX,49.45
Nova Rosalândia,TO,1715002.0,-10.5668711393323,-48.906180724502256,Porto Nacional Airport,PNB,SBPN,PNB,57.89
Novo Acordo,TO,1715101.0,-9.96848646570169,-47.668148392216686,Brigadeiro Lysias Rodrigues Airport,PMW,SBPJ,PMW,83.52
Novo Alegre,TO,1715150.0,-12.909938674408098,-46.57729735366753,Minaçu Airport,MQH,SBMC,MQH,189.01
Novo Jardim,TO,1715259.0,-11.81587505014895,-46.63078729588986,Barreiras Airport,BRA,SNBR,BRA,178.84
Oliveira De Fátima,TO,1715507.0,-10.708362709061799,-48.907401568903175,Porto Nacional Airport,PNB,SBPN,PNB,55.48
Palmeirante,TO,1715705.0,-7.8575613761450445,-47.93424970898418,Araguaína Airport,AUX,SWGN,AUX,77.73
Palmeirópolis,TO,1715754.0,-13.0398884336692,-48.413413955231555,Minaçu Airport,MQH,SBMC,MQH,61.34
Paraíso Do Tocantins,TO,1716109.0,-10.171220754999899,-48.88663008401691,Brigadeiro Lysias Rodrigues Airport,PMW,SBPJ,PMW,59.48
Paranã,TO,1716208.0,-12.62048148871825,-47.88408372844259,Minaçu Airport,MQH,SBMC,MQH,108.62
Pau D'arco,TO,1716307.0,-7.53999835569997,-49.36330648100909,Redenção Airport,RDC,SNDC,RDC,87.31
Pedro Afonso,TO,1716505.0,-8.964449592422941,-48.17755611273864,Conceição do Araguaia Airport,CDJ,SBAA,CDJ,141.27
Peixe,TO,1716604.0,-12.029773830852998,-48.537810626336025,Gurupi Airport,GRP,SWGI,GRP,72.28
Pequizeiro,TO,1716653.0,-8.593340654448443,-48.9351798669158,Conceição do Araguaia Airport,CDJ,SBAA,CDJ,48.63
Colméia,TO,1716703.0,-8.729371806818587,-48.75706658569478,Conceição do Araguaia Airport,CDJ,SBAA,CDJ,73.34
Pindorama Do Tocantins,TO,1717008.0,-11.1382025846808,-47.57568771728768,Porto Nacional Airport,PNB,SBPN,PNB,101.3
Piraquê,TO,1717206.0,-6.769777033407345,-48.29370739109314,Araguaína Airport,AUX,SWGN,AUX,51.27
Pium,TO,1717503.0,-10.440931117930448,-49.16665801157468,Porto Nacional Airport,PNB,SBPN,PNB,89.37
Ponte Alta Do Bom Jesus,TO,1717800.0,-12.0878129084344,-46.46958679239519,Barreiras Airport,BRA,SNBR,BRA,158.81
Ponte Alta Do Tocantins,TO,1717909.0,-10.740672848681449,-47.54118035830192,Porto Nacional Airport,PNB,SBPN,PNB,93.82
