Ano;Cód.;Município;Produto Interno Bruto a preços correntes (Mil Reais);Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes total (%)
2008;2104677;Governador Nunes Freire (MA);79371;36,33
2008;2104701;Graça Aranha (MA);17970;26,82
2008;2104800;Grajaú (MA);239796;36,66
2008;2104909;Guimarães (MA);31243;22,41
2008;2105005;Humberto de Campos (MA);54226;22,18
2008;2105104;Icatu (MA);52938;18,65
2008;2105153;Igarapé do Meio (MA);125708;11,25
2008;2105203;Igarapé Grande (MA);35495;35,84
2008;2105302;Imperatriz (MA);2284948;68,24
2008;2105351;Itaipava do Grajaú (MA);37648;13,33
2008;2105401;Itapecuru Mirim (MA);220396;40,19
2008;2105427;Itinga do Maranhão (MA);149755;30,6
2008;2105450;Jatobá (MA);22382;16,76
2008;2105476;Jenipapo dos Vieiras (MA);42309;16,53
2008;2105500;João Lisboa (MA);83637;28,89
2008;2105609;Joselândia (MA);45383;23,92
2008;2105658;Junco do Maranhão (MA);15806;18,98
2008;2105708;Lago da Pedra (MA);178665;37,44
2008;2105807;Lago do Junco (MA);24654;22,42
2008;2105906;Lago Verde (MA);48486;19,22
2008;2105922;Lagoa do Mato (MA);28386;21,3
2008;2105948;Lago dos Rodrigues (MA);30405;25,37
2008;2105963;Lagoa Grande do Maranhão (MA);55379;16,69
2008;2105989;Lajeado Novo (MA);24652;18,86
2008;2106003;Lima Campos (MA);32559;36,97
2008;2106102;Loreto (MA);67292;17,64
2008;2106201;Luís Domingues (MA);15410;17,38
2008;2106300;Magalhães de Almeida (MA);50182;19,89
2008;2106326;Maracaçumé (MA);57389;37,33
2008;2106359;Marajá do Sena (MA);56327;9,81
2008;2106375;Maranhãozinho (MA);32161;15,4
2008;2106409;Mata Roma (MA);56192;23,38
2008;2106508;Matinha (MA);58556;23,94
2008;2106607;Matões (MA);69825;27,38
2008;2106631;Matões do Norte (MA);29770;16,96
2008;2106672;Milagres do Maranhão (MA);30073;12,24
2008;2106706;Mirador (MA);59950;20,07
2008;2106755;Miranda do Norte (MA);52428;40,42
2008;2106805;Mirinzal (MA);35162;33,82
2008;2106904;Monção (MA);79051;16,5
2008;2107001;Montes Altos (MA);31624;21,86
2008;2107100;Morros (MA);38693;29,67
2008;2107209;Nina Rodrigues (MA);22028;18,51
2008;2107258;Nova Colinas (MA);22504;17,41
2008;2107308;Nova Iorque (MA);14633;18,79
2008;2107357;Nova Olinda do Maranhão (MA);56683;21,84
2008;2107407;Olho d'Água das Cunhãs (MA);68689;32,35
2008;2107456;Olinda Nova do Maranhão (MA);33294;17,37
2008;2107506;Paço do Lumiar (MA);298627;43,86
2008;2107605;Palmeirândia (MA);56378;19,11
2008;2107704;Paraibano (MA);63348;35,73
2008;2107803;Parnarama (MA);87015;25,11
2008;2107902;Passagem Franca (MA);52785;31,77
2008;2108009;Pastos Bons (MA);61896;30,64
2008;2108058;Paulino Neves (MA);31487;15,54
2008;2108108;Paulo Ramos (MA);86156;23,89
2008;2108207;Pedreiras (MA);213892;63,23
2008;2108256;Pedro do Rosário (MA);52711;16,05
2008;2108306;Penalva (MA);78317;18,65
2008;2108405;Peri Mirim (MA);29247;20,82
2008;2108454;Peritoró (MA);59405;39,09
2008;2108504;Pindaré-Mirim (MA);138484;33,11
2008;2108603;Pinheiro (MA);295806;51,52
2008;2108702;Pio XII (MA);77003;32,25
2008;2108801;Pirapemas (MA);43010;19,48
2008;2108900;Poção de Pedras (MA);71201;29,75
2008;2109007;Porto Franco (MA);292165;22,14
2008;2109056;Porto Rico do Maranhão (MA);17274;19,62
2008;2109106;Presidente Dutra (MA);196482;59,21
2008;2109205;Presidente Juscelino (MA);37413;13,15
2008;2109239;Presidente Médici (MA);20853;24,48
2008;2109270;Presidente Sarney (MA);58698;13,66
2008;2109304;Presidente Vargas (MA);24462;22,29
2008;2109403;Primeira Cruz (MA);23860;14,74
2008;2109452;Raposa (MA);72164;34,89
2008;2109502;Riachão (MA);165345;20,85
2008;2109551;Ribamar Fiquene (MA);33053;19,79
2008;2109601;Rosário (MA);146917;32,46
2008;2109700;Sambaíba (MA);126533;11,22
2008;2109759;Santa Filomena do Maranhão (MA);20801;21,92
2008;2109809;Santa Helena (MA);96296;31,01
2008;2109908;Santa Inês (MA);499909;69,75
2008;2110005;Santa Luzia (MA);250609;25,71
2008;2110039;Santa Luzia do Paruá (MA);92918;40,82
2008;2110104;Santa Quitéria do Maranhão (MA);81140;23,64
2008;2110203;Santa Rita (MA);87388;29,54
2008;2110237;Santana do Maranhão (MA);25779;20,09
2008;2110278;Santo Amaro do Maranhão (MA);21988;17,15
2008;2110302;Santo Antônio dos Lopes (MA);52439;31,3
2008;2110401;São Benedito do Rio Preto (MA);45687;20,33
2008;2110500;São Bento (MA);96195;35,02
2008;2110609;São Bernardo (MA);108432;33,21
2008;2110658;São Domingos do Azeitão (MA);73555;31,02
2008;2110708;São Domingos do Maranhão (MA);113839;31,14
2008;2110807;São Félix de Balsas (MA);14754;17,03
2008;2110856;São Francisco do Brejão (MA);36911;24,11
2008;2110906;São Francisco do Maranhão (MA);30732;17,8
2008;2111003;São João Batista (MA);53199;17,21
2008;2111029;São João do Carú (MA);51096;14,19
2008;2111052;São João do Paraíso (MA);46868;21,12
2008;2111078;São João do Soter (MA);37937;18,32
2008;2111102;São João dos Patos (MA);96950;53,58
2008;2111201;São José de Ribamar (MA);570258;45,23
2008;2111250;São José dos Basílios (MA);22603;19,82
2008;2111300;São Luís (MA);13932770;59,24
2008;2111409;São Luís Gonzaga do Maranhão (MA);93907;19,73
2008;2111508;São Mateus do Maranhão (MA);124397;31,36
2008;2111532;São Pedro da Água Branca (MA);35451;37,21
2008;2111573;São Pedro dos Crentes (MA);31549;15,63
2008;2111607;São Raimundo das Mangabeiras (MA);260836;21,38
2008;2111631;São Raimundo do Doca Bezerra (MA);15034;17,12
2008;2111672;São Roberto (MA);14233;20,76
2008;2111706;São Vicente Ferrer (MA);60734;19,94
2008;2111722;Satubinha (MA);28248;16,76
2008;2111748;Senador Alexandre Costa (MA);27813;26,2
2008;2111763;Senador La Rocque (MA);77668;20,81
2008;2111789;Serrano do Maranhão (MA);26791;15,75
2008;2111805;Sítio Novo (MA);49560;15,6
2008;2111904;Sucupira do Norte (MA);28369;20,6
2008;2111953;Sucupira do Riachão (MA);13522;20,88
2008;2112001;Tasso Fragoso (MA);426760;13,47
2008;2112100;Timbiras (MA);62452;24,45
2008;2112209;Timon (MA);644466;51,58
2008;2112233;Trizidela do Vale (MA);71781;39,66
2008;2112274;Tufilândia (MA);18113;17,36
2008;2112308;Tuntum (MA);117916;27,9
2008;2112407;Turiaçu (MA);136873;13,15
2008;2112456;Turilândia (MA);63374;15,26
2008;2112506;Tutóia (MA);122722;34,12
2008;2112605;Urbano Santos (MA);61185;30,28
2008;2112704;Vargem Grande (MA);114289;31,24
2008;2112803;Viana (MA);153715;38,41
2008;2112852;Vila Nova dos Martírios (MA);35751;18,62
2008;2112902;Vitória do Mearim (MA);103016;31,29
2008;2113009;Vitorino Freire (MA);102568;34,12
2008;2114007;Zé Doca (MA);176153;40,56
2008;2200053;Acauã (PI);17451;17,55
2008;2200103;Agricolândia (PI);13240;20,88
2008;2200202;Água Branca (PI);63595;49,11
2008;2200251;Alagoinha do Piauí (PI);21190;19,3
2008;2200277;Alegrete do Piauí (PI);19545;24,66
2008;2200301;Alto Longá (PI);33826;18,03
2008;2200400;Altos (PI);124222;35,77
2008;2200459;Alvorada do Gurguéia (PI);29282;16,33
2008;2200509;Amarante (PI);55484;30,77
2008;2200608;Angical do Piauí (PI);20161;30,9
2008;2200707;Anísio de Abreu (PI);20385;26,64
2008;2200806;Antônio Almeida (PI);41300;17,68
2008;2200905;Aroazes (PI);19629;19,6
2008;2200954;Aroeiras do Itaim (PI);8497;14,41
2008;2201002;Arraial (PI);13713;25,16
2008;2201051;Assunção do Piauí (PI);20896;11,92
2008;2201101;Avelino Lopes (PI);29627;26,65
2008;2201150;Baixa Grande do Ribeiro (PI);171326;13,93
2008;2201176;Barra D'Alcântara (PI);11811;22,4
2008;2201200;Barras (PI);129636;28,31
2008;2201309;Barreiras do Piauí (PI);9174;14,46
2008;2201408;Barro Duro (PI);27893;37,4
2008;2201507;Batalha (PI);69926;21,36
2008;2201556;Bela Vista do Piauí (PI);10609;19,79
2008;2201572;Belém do Piauí (PI);9527;18,03
2008;2201606;Beneditinos (PI);25306;22,56
2008;2201705;Bertolínia (PI);18871;24,21
2008;2201739;Betânia do Piauí (PI);18387;15,16
2008;2201770;Boa Hora (PI);15022;15,56
2008;2201804;Bocaina (PI);15078;20,46
2008;2201903;Bom Jesus (PI);181321;37,24
2008;2201919;Bom Princípio do Piauí (PI);16680;15,65
2008;2201929;Bonfim do Piauí (PI);13339;19,34
2008;2201945;Boqueirão do Piauí (PI);14478;18,59
2008;2201960;Brasileira (PI);18816;18,65
2008;2201988;Brejo do Piauí (PI);12701;20,33
2008;2202000;Buriti dos Lopes (PI);67335;26,86
2008;2202026;Buriti dos Montes (PI);20488;15,05
2008;2202059;Cabeceiras do Piauí (PI);24076;17,45
2008;2202075;Cajazeiras do Piauí (PI);8604;14,87
2008;2202083;Cajueiro da Praia (PI);27342;13,32
2008;2202091;Caldeirão Grande do Piauí (PI);16400;12,59
2008;2202109;Campinas do Piauí (PI);15814;20,89
2008;2202117;Campo Alegre do Fidalgo (PI);13140;24,09
2008;2202133;Campo Grande do Piauí (PI);17530;21,52
2008;2202174;Campo Largo do Piauí (PI);16852;15,35
2008;2202208;Campo Maior (PI);185457;48,52
2008;2202251;Canavieira (PI);11919;17,62
2008;2202307;Canto do Buriti (PI);73757;39,83
2008;2202406;Capitão de Campos (PI);26259;20,93
2008;2202455;Capitão Gervásio Oliveira (PI);11058;14,57
2008;2202505;Caracol (PI);27413;20,04
2008;2202539;Caraúbas do Piauí (PI);15764;18,66
2008;2202554;Caridade do Piauí (PI);13838;14,93
2008;2202604;Castelo do Piauí (PI);68481;29,45
2008;2202653;Caxingó (PI);16735;18,91
2008;2202703;Cocal (PI);76378;28,35
2008;2202711;Cocal de Telha (PI);12941;20,77
2008;2202729;Cocal dos Alves (PI);13591;17,16
2008;2202737;Coivaras (PI);10170;17,29
2008;2202752;Colônia do Gurguéia (PI);19129;34,81
2008;2202778;Colônia do Piauí (PI);21265;19,62
2008;2202802;Conceição do Canindé (PI);12683;19,18
2008;2202851;Coronel José Dias (PI);10974;15,64
2008;2202901;Corrente (PI);98397;42,59
2008;2203008;Cristalândia do Piauí (PI);21763;15,14
2008;2203107;Cristino Castro (PI);28813;35,19
2008;2203206;Curimatá (PI);34197;24,18
2008;2203230;Currais (PI);45191;22,3
2008;2203255;Curralinhos (PI);9612;15,7
2008;2203271;Curral Novo do Piauí (PI);11959;10,27
2008;2203305;Demerval Lobão (PI);30067;27,93
2008;2203354;Dirceu Arcoverde (PI);16919;16,28
2008;2203404;Dom Expedito Lopes (PI);22386;35,42
2008;2203420;Domingos Mourão (PI);12262;16,9
2008;2203453;Dom Inocêncio (PI);21067;11,62
2008;2203503;Elesbão Veloso (PI);56012;37,7
2008;2203602;Eliseu Martins (PI);17478;32,97
2008;2203701;Esperantina (PI);123995;39,92
2008;2203750;Fartura do Piauí (PI);12025;13,62
2008;2203800;Flores do Piauí (PI);13048;19,25
2008;2203859;Floresta do Piauí (PI);7935;17,46
2008;2203909;Floriano (PI);375480;61,49
2008;2204006;Francinópolis (PI);15216;22,23
2008;2204105;Francisco Ayres (PI);13751;17,88
2008;2204154;Francisco Macedo (PI);9260;18,67
2008;2204204;Francisco Santos (PI);23303;28,74
2008;2204303;Fronteiras (PI);144127;21,28
2008;2204352;Geminiano (PI);18112;18,24
2008;2204402;Gilbués (PI);76702;20,75
2008;2204501;Guadalupe (PI);58528;19,61
2008;2204550;Guaribas (PI);11807;13,24
2008;2204600;Hugo Napoleão (PI);11841;19,76
2008;2204659;Ilha Grande (PI);29712;15,16
2008;2204709;Inhuma (PI);43935;30,94
2008;2204808;Ipiranga do Piauí (PI);27663;28,19
2008;2204907;Isaías Coelho (PI);21379;16,28
2008;2205003;Itainópolis (PI);30556;20,52
2008;2205102;Itaueira (PI);36877;32,4
2008;2205151;Jacobina do Piauí (PI);17453;19,66
2008;2205201;Jaicós (PI);54277;26,04
2008;2205250;Jardim do Mulato (PI);12494;17,55
2008;2205276;Jatobá do Piauí (PI);14569;16,46
2008;2205300;Jerumenha (PI);15818;21,45
2008;2205359;João Costa (PI);10164;14,24
2008;2205409;Joaquim Pires (PI);37740;24,36
2008;2205458;Joca Marques (PI);13547;11,75
2008;2205508;José de Freitas (PI);130705;24,95
2008;2205516;Juazeiro do Piauí (PI);19324;22,44
2008;2205524;Júlio Borges (PI);15616;20,21
2008;2205532;Jurema (PI);13582;18,21
2008;2205540;Lagoinha do Piauí (PI);8209;21,31
2008;2205557;Lagoa Alegre (PI);20174;20,14
2008;2205565;Lagoa do Barro do Piauí (PI);13479;16,86
2008;2205573;Lagoa de São Francisco (PI);15216;15,98
2008;2205581;Lagoa do Piauí (PI);24665;16,41
2008;2205599;Lagoa do Sítio (PI);16508;18,56
2008;2205607;Landri Sales (PI);28248;17,81
2008;2205706;Luís Correia (PI);93016;30,74
2008;2205805;Luzilândia (PI);73712;27,94
2008;2205854;Madeiro (PI);22040;14,91
2008;2205904;Manoel Emídio (PI);21806;22,04
2008;2205953;Marcolândia (PI);18892;21,55
2008;2206001;Marcos Parente (PI);13637;27,23
2008;2206050;Massapê do Piauí (PI);16212;13,3
2008;2206100;Matias Olímpio (PI);24350;21,87
2008;2206209;Miguel Alves (PI);84512;19,56
2008;2206308;Miguel Leão (PI);5595;15,05
2008;2206357;Milton Brandão (PI);16029;12,74
2008;2206407;Monsenhor Gil (PI);39426;37,93
2008;2206506;Monsenhor Hipólito (PI);20914;21,67
2008;2206605;Monte Alegre do Piauí (PI);57992;16,62
2008;2206654;Morro Cabeça no Tempo (PI);11995;10,1
2008;2206670;Morro do Chapéu do Piauí (PI);17238;15,3
2008;2206696;Murici dos Portelas (PI);20928;16,07
2008;2206704;Nazaré do Piauí (PI);17584;15,77
2008;2206720;Nazária (PI);...;...
2008;2206753;Nossa Senhora de Nazaré (PI);10867;16,25
2008;2206803;Nossa Senhora dos Remédios (PI);20850;18,75
2008;2206902;Novo Oriente do Piauí (PI);16270;21,51
2008;2206951;Novo Santo Antônio (PI);9608;12,7
2008;2207009;Oeiras (PI);128261;45,2
2008;2207108;Olho D'Água do Piauí (PI);9406;14,22
2008;2207207;Padre Marcos (PI);23854;29,64
2008;2207306;Paes Landim (PI);12659;20,44
2008;2207355;Pajeú do Piauí (PI);10817;20,12
2008;2207405;Palmeira do Piauí (PI);34781;15,05
2008;2207504;Palmeirais (PI);37100;19,65
2008;2207553;Paquetá (PI);12881;12,5
2008;2207603;Parnaguá (PI);28736;15,21
2008;2207702;Parnaíba (PI);682668;49,93
2008;2207751;Passagem Franca do Piauí (PI);13723;19,31
2008;2207777;Patos do Piauí (PI);17449;19,69
2008;2207793;Pau D'Arco do Piauí (PI);11543;20,65
2008;2207801;Paulistana (PI);67233;40,65
2008;2207850;Pavussu (PI);11338;14,96
2008;2207900;Pedro II (PI);98362;31,48
2008;2207934;Pedro Laurentino (PI);7982;20,27
2008;2207959;Nova Santa Rita (PI);12549;17,48
2008;2208007;Picos (PI);480281;61,26
2008;2208106;Pimenteiras (PI);36092;19,98
2008;2208205;Pio IX (PI);62396;22,15
2008;2208304;Piracuruca (PI);83779;35,4
2008;2208403;Piripiri (PI);223041;44,97
2008;2208502;Porto (PI);27078;20,28
2008;2208551;Porto Alegre do Piauí (PI);13546;15,5
2008;2208601;Prata do Piauí (PI);8882;21,91
2008;2208650;Queimada Nova (PI);28979;19,35
2008;2208700;Redenção do Gurguéia (PI);26849;22,67
2008;2208809;Regeneração (PI);51273;24,82
2008;2208858;Riacho Frio (PI);14746;13,79
2008;2208874;Ribeira do Piauí (PI);11301;13,69
2008;2208908;Ribeiro Gonçalves (PI);132817;15,79
2008;2209005;Rio Grande do Piauí (PI);18587;29,42
2008;2209104;Santa Cruz do Piauí (PI);15729;24,82
2008;2209153;Santa Cruz dos Milagres (PI);10789;18,41
2008;2209203;Santa Filomena (PI);94526;14
2008;2209302;Santa Luz (PI);14964;14,32
2008;2209351;Santana do Piauí (PI);11996;16,48
2008;2209377;Santa Rosa do Piauí (PI);13865;19,43
2008;2209401;Santo Antônio de Lisboa (PI);20139;21,55
2008;2209450;Santo Antônio dos Milagres (PI);4926;16,52
2008;2209500;Santo Inácio do Piauí (PI);9386;22,24
2008;2209559;São Braz do Piauí (PI);10808;17,03
2008;2209609;São Félix do Piauí (PI);9476;21,68
2008;2209658;São Francisco de Assis do Piauí (PI);13197;16,08
2008;2209708;São Francisco do Piauí (PI);14875;14,56
2008;2209757;São Gonçalo do Gurguéia (PI);9234;19,19
2008;2209807;São Gonçalo do Piauí (PI);13193;25,54
2008;2209856;São João da Canabrava (PI);12111;21,89
2008;2209872;São João da Fronteira (PI);15176;23,26
2008;2209906;São João da Serra (PI);20253;23,58
2008;2209955;São João da Varjota (PI);11573;14,06
2008;2209971;São João do Arraial (PI);15913;15,27
2008;2210003;São João do Piauí (PI);76159;47,96
2008;2210052;São José do Divino (PI);16335;16,93
2008;2210102;São José do Peixe (PI);12305;22,39
2008;2210201;São José do Piauí (PI);21606;25,29
2008;2210300;São Julião (PI);19836;31,45
2008;2210359;São Lourenço do Piauí (PI);12069;18,85
2008;2210375;São Luis do Piauí (PI);6560;16
2008;2210383;São Miguel da Baixa Grande (PI);6404;19,89
2008;2210391;São Miguel do Fidalgo (PI);9608;13,58
2008;2210409;São Miguel do Tapuio (PI);50424;18,58
2008;2210508;São Pedro do Piauí (PI);41055;28,57
2008;2210607;São Raimundo Nonato (PI);124114;49,18
2008;2210623;Sebastião Barros (PI);14349;11,28
2008;2210631;Sebastião Leal (PI);43764;13,69
2008;2210656;Sigefredo Pacheco (PI);25241;18,91
2008;2210706;Simões (PI);40560;22,75
2008;2210805;Simplício Mendes (PI);46899;46,63
2008;2210904;Socorro do Piauí (PI);11398;21,35
2008;2210938;Sussuapara (PI);23563;18,27
2008;2210953;Tamboril do Piauí (PI);8427;17
2008;2210979;Tanque do Piauí (PI);8897;24,23
2008;2211001;Teresina (PI);7263144;60,32
2008;2211100;União (PI);156951;27,08
2008;2211209;Uruçuí (PI);400186;23,09
2008;2211308;Valença do Piauí (PI);80496;42
2008;2211357;Várzea Branca (PI);11309;10,54
2008;2211407;Várzea Grande (PI);12472;23,7
2008;2211506;Vera Mendes (PI);9444;22,51
2008;2211605;Vila Nova do Piauí (PI);10707;28,22
2008;2211704;Wall Ferraz (PI);11963;19,96
2008;2300101;Abaiara (CE);30985;21,06
2008;2300150;Acarape (CE);50859;19,77
2008;2300200;Acaraú (CE);225541;25,57
2008;2300309;Acopiara (CE);160679;27,76
2008;2300408;Aiuaba (CE);50232;17
2008;2300507;Alcântaras (CE);29317;18,09
2008;2300606;Altaneira (CE);20859;19,9
2008;2300705;Alto Santo (CE);68922;17,89
2008;2300754;Amontada (CE);191631;17,9
2008;2300804;Antonina do Norte (CE);26524;30,65
2008;2300903;Apuiarés (CE);38962;21,89
2008;2301000;Aquiraz (CE);528899;32,84
2008;2301109;Aracati (CE);433185;36,97
2008;2301208;Aracoiaba (CE);84135;25,43
2008;2301257;Ararendá (CE);33394;19,14
2008;2301307;Araripe (CE);73651;21,98
2008;2301406;Aratuba (CE);59396;14,37
2008;2301505;Arneiroz (CE);27325;18,17
2008;2301604;Assaré (CE);76253;24,3
2008;2301703;Aurora (CE);87216;25,26
2008;2301802;Baixio (CE);18901;19,07
2008;2301851;Banabuiú (CE);90156;20,08
2008;2301901;Barbalha (CE);298219;39,04
2008;2301950;Barreira (CE);68675;29,01
2008;2302008;Barro (CE);83269;25,7
2008;2302057;Barroquinha (CE);51555;18,64
2008;2302107;Baturité (CE);137319;33,43
2008;2302206;Beberibe (CE);248523;26,79
2008;2302305;Bela Cruz (CE);83178;22,19
2008;2302404;Boa Viagem (CE);201124;26,55
2008;2302503;Brejo Santo (CE);183812;40,22
2008;2302602;Camocim (CE);257645;35,23
2008;2302701;Campos Sales (CE);93158;36,77
2008;2302800;Canindé (CE);321382;33,9
2008;2302909;Capistrano (CE);58144;18,78
2008;2303006;Caridade (CE);60223;22,7
2008;2303105;Cariré (CE);58490;20,22
2008;2303204;Caririaçu (CE);82488;20,46
2008;2303303;Cariús (CE);52930;20,64
2008;2303402;Carnaubal (CE);50434;21,14
2008;2303501;Cascavel (CE);393873;25,6
2008;2303600;Catarina (CE);46135;19,78
2008;2303659;Catunda (CE);36723;19,63
2008;2303709;Caucaia (CE);2102938;34,89
2008;2303808;Cedro (CE);80659;31,91
2008;2303907;Chaval (CE);39200;23,13
2008;2303931;Choró (CE);38168;14,69
2008;2303956;Chorozinho (CE);64536;30,26
2008;2304004;Coreaú (CE);64111;26,65
2008;2304103;Crateús (CE);309116;42,35
2008;2304202;Crato (CE);723083;49,13
2008;2304236;Croatá (CE);61193;17,12
2008;2304251;Cruz (CE);79797;31,35
2008;2304269;Deputado Irapuan Pinheiro (CE);34838;18,46
2008;2304277;Ereré (CE);23461;16,82
2008;2304285;Eusébio (CE);1016933;31,31
2008;2304301;Farias Brito (CE);63661;21,63
2008;2304350;Forquilha (CE);71528;25,26
2008;2304400;Fortaleza (CE);27960812;65,84
2008;2304459;Fortim (CE);61025;23,14
2008;2304509;Frecheirinha (CE);47301;26,74
2008;2304608;General Sampaio (CE);23016;16,73
2008;2304657;Graça (CE);43196;18,47
2008;2304707;Granja (CE);148594;23,21
2008;2304806;Granjeiro (CE);20175;16,24
2008;2304905;Groaíras (CE);28606;22,82
2008;2304954;Guaiúba (CE);70363;20,25
2008;2305001;Guaraciaba do Norte (CE);177293;23,53
2008;2305100;Guaramiranga (CE);28683;27,18
2008;2305209;Hidrolândia (CE);66001;25,52
2008;2305233;Horizonte (CE);890906;21,59
2008;2305266;Ibaretama (CE);45892;15,48
2008;2305308;Ibiapina (CE);92830;20,53
2008;2305332;Ibicuitinga (CE);38001;20,11
2008;2305357;Icapuí (CE);123970;18,47
2008;2305407;Icó (CE);231249;38,45
2008;2305506;Iguatu (CE);619658;50,79
2008;2305605;Independência (CE);113470;20,3
2008;2305654;Ipaporanga (CE);31144;19,16
2008;2305704;Ipaumirim (CE);41916;24,28
2008;2305803;Ipu (CE);147114;33,17
2008;2305902;Ipueiras (CE);118879;23,56
2008;2306009;Iracema (CE);55459;29,92
2008;2306108;Irauçuba (CE);71267;22,32
2008;2306207;Itaiçaba (CE);24486;24,14
2008;2306256;Itaitinga (CE);145620;31,53
2008;2306306;Itapajé (CE);326703;26,8
2008;2306405;Itapipoca (CE);560442;33,05
2008;2306504;Itapiúna (CE);57437;19,3
2008;2306553;Itarema (CE);190589;19,77
2008;2306603;Itatira (CE);71750;14,79
2008;2306702;Jaguaretama (CE);74787;17,79
2008;2306801;Jaguaribara (CE);65479;17,64
